# (YYYYMMDD.frac) (YYYY-MM-DDThh:mm:ss) () () () (um) (deg)  () ()  () () (pW)  (pW)  (pW)  (pW)  (pW)  (Jy/asec^2/pW)  (Jy/asec^2/pW)  (Jy/bm/pW)  (Jy/bm/pW)  (Jy/pW)  (Jy/pW)  (")  ()
# UT   HST  Obs  Source  Mode  Filter  El  Airmass  Trans  Tau225  Tau  Flux_ap  Err_ap  Noise  Peak_obs  Peak_fit  FCFasec  FCFasec_err  FCFbeam  FCFbeam_err  FCFmatch  FCFmatch_err  FWHMmain  Error_beam
20140511.5052778  2014-05-11T02:07:37    38  CRL2688  daisy        850  35  1.72  0.551  0.080  0.347  2.4987  0.0107  nan  nan  nan  2.4533  0.0105  nan  nan  nan  nan  14.89  0.954
20140511.7347222  2014-05-11T07:38:01    68  CRL2688  daisy        850  63  1.12  0.703  0.073  0.316  2.4931  0.0083  nan  nan  nan  2.4588  0.0082  nan  nan  nan  nan  14.88  0.955
20140511.8281250  2014-05-11T09:52:31    84  CRL2688  daisy        850  38  1.62  0.502  0.097  0.424  2.3664  0.0119  nan  nan  nan  2.5904  0.0130  nan  nan  nan  nan  15.58  0.960
20140512.5295255  2014-05-12T02:42:32    51  CRL2688  daisy        850  43  1.46  0.562  0.090  0.396  2.5788  0.0100  nan  nan  nan  2.3770  0.0092  nan  nan  nan  nan  14.92  0.954
20140512.7246875  2014-05-12T07:23:34    75  CRL2688  daisy        850  65  1.10  0.648  0.090  0.395  2.6452  0.0090  nan  nan  nan  2.3174  0.0079  nan  nan  nan  nan  14.54  0.954
20140513.5907870  2014-05-13T04:10:45    45  CRL2688  daisy        850  61  1.14  0.700  0.072  0.312  2.5872  0.0081  nan  nan  nan  2.3693  0.0074  nan  nan  nan  nan  14.92  0.953
20140513.7273148  2014-05-13T07:27:21    63  CRL2688  daisy        850  64  1.11  0.684  0.079  0.342  2.6337  0.0089  nan  nan  nan  2.3275  0.0078  nan  nan  nan  nan  14.69  0.955
20140514.5329630  2014-05-14T02:47:29    51  CRL2688  daisy        850  45  1.39  0.631  0.076  0.331  2.5259  0.0097  nan  nan  nan  2.4268  0.0093  nan  nan  nan  nan  15.07  0.954
20140514.6308796  2014-05-14T05:08:29    60  CRL2688  daisy        850  70  1.06  0.736  0.067  0.288  2.5400  0.0080  nan  nan  nan  2.4133  0.0076  nan  nan  nan  nan  14.85  0.953
20140515.5737269  2014-05-15T03:46:11    50  CRL2688  daisy        850  57  1.18  0.794  0.047  0.196  2.6142  0.0071  nan  nan  nan  2.3449  0.0064  nan  nan  nan  nan  14.72  0.952
20140515.7665856  2014-05-15T08:23:54    71  CRL2688  daisy        850  52  1.26  0.758  0.052  0.220  2.5953  0.0073  nan  nan  nan  2.3619  0.0066  nan  nan  nan  nan  14.78  0.955
20140516.5177894  2014-05-16T02:25:38    40  CRL2688  daisy        850  43  1.46  0.746  0.048  0.200  2.6039  0.0076  nan  nan  nan  2.3541  0.0069  nan  nan  nan  nan  14.84  0.953
20140516.6289120  2014-05-16T05:05:39    51  CRL2688  daisy        850  70  1.06  0.806  0.049  0.204  2.5619  0.0073  nan  nan  nan  2.3927  0.0069  nan  nan  nan  nan  14.67  0.952
20140516.7279282  2014-05-16T07:28:14    66  CRL2688  daisy        850  62  1.13  0.795  0.048  0.202  2.6119  0.0072  nan  nan  nan  2.3469  0.0065  nan  nan  nan  nan  14.54  0.953
20140517.6286111  2014-05-17T05:05:13    64  CRL2688  daisy        850  71  1.06  0.722  0.071  0.308  2.5301  0.0082  nan  nan  nan  2.4228  0.0079  nan  nan  nan  nan  14.93  0.956
20140517.6314005  2014-05-17T05:09:14    65  CRL2688  daisy        850  71  1.05  0.745  0.065  0.280  2.4899  0.0080  nan  nan  nan  2.4619  0.0079  nan  nan  nan  nan  14.85  0.953
20140518.8084144  2014-05-18T09:24:08    80  CRL2688  daisy        850  38  1.62  0.488  0.101  0.444  2.2647  0.0119  nan  nan  nan  2.7067  0.0142  nan  nan  nan  nan  14.60  0.958
20140521.5409028  2014-05-21T02:58:55    35  CRL2688  daisy        850  53  1.24  0.582  0.099  0.435  2.5115  0.0104  nan  nan  nan  2.4408  0.0101  nan  nan  nan  nan  14.91  0.953
20140522.6854167  2014-05-22T06:27:01    60  CRL2688  daisy        850  68  1.08  0.614  0.103  0.453  2.5021  0.0093  nan  nan  nan  2.4500  0.0091  nan  nan  nan  nan  14.48  0.953
20140523.6850231  2014-05-23T06:26:27    37  CRL2688  daisy        850  67  1.08  0.684  0.081  0.351  2.5414  0.0084  nan  nan  nan  2.4121  0.0079  nan  nan  nan  nan  14.61  0.952
20140524.6955440  2014-05-24T06:41:36    53  CRL2688  daisy        850  64  1.11  0.710  0.072  0.309  2.5461  0.0078  nan  nan  nan  2.4076  0.0074  nan  nan  nan  nan  14.48  0.953
20140525.6782986  2014-05-25T06:16:46    36  CRL2688  daisy        850  67  1.08  0.559  0.121  0.538  2.4220  0.0105  nan  nan  nan  2.5310  0.0110  nan  nan  nan  nan  14.65  0.953
20140529.4726157  2014-05-29T01:20:35    35  CRL2688  daisy        850  40  1.54  0.556  0.087  0.380  2.5144  0.0113  nan  nan  nan  2.4379  0.0109  nan  nan  nan  nan  14.91  0.953
20140529.6180787  2014-05-29T04:50:03    50  CRL2688  daisy        850  73  1.05  0.788  0.054  0.228  2.4340  0.0080  nan  nan  nan  2.5185  0.0083  nan  nan  nan  nan  14.86  0.954
20140530.4451505  2014-05-30T00:41:02    54  CRL2688  daisy        850  33  1.82  0.653  0.055  0.233  2.4943  0.0089  nan  nan  nan  2.4576  0.0088  nan  nan  nan  nan  15.02  0.954
20140530.5903704  2014-05-30T04:10:09    67  CRL2688  daisy        850  70  1.06  0.779  0.056  0.236  2.5730  0.0078  nan  nan  nan  2.3824  0.0072  nan  nan  nan  nan  14.85  0.954
20140531.4600926  2014-05-31T01:02:33    35  CRL2688  daisy        850  38  1.61  0.593  0.075  0.324  2.5036  0.0100  nan  nan  nan  2.4484  0.0098  nan  nan  nan  nan  14.94  0.954
20140531.6075231  2014-05-31T04:34:51    49  CRL2688  daisy        850  72  1.05  0.729  0.070  0.302  2.3655  0.0078  nan  nan  nan  2.5915  0.0085  nan  nan  nan  nan  14.57  0.953
20140601.4271991  2014-06-01T00:15:11    32  CRL2688  daisy        850  29  2.02  0.477  0.084  0.366  2.3925  0.0131  nan  nan  nan  2.5621  0.0140  nan  nan  nan  nan  15.05  0.956
20140604.5742708  2014-06-04T03:46:58    30  CRL2688  daisy        850  70  1.06  0.477  0.156  0.697  2.4372  0.0123  nan  nan  nan  2.5151  0.0127  nan  nan  nan  nan  15.00  0.953
20140605.4850926  2014-06-05T01:38:33    36  CRL2688  daisy        850  49  1.32  0.488  0.123  0.545  2.5070  0.0123  nan  nan  nan  2.4452  0.0120  nan  nan  nan  nan  14.89  0.954
20140605.5606597  2014-06-05T03:27:22    40  CRL2688  daisy        850  68  1.07  0.612  0.104  0.457  2.3891  0.0094  nan  nan  nan  2.5658  0.0101  nan  nan  nan  nan  14.92  0.954
20140606.4707986  2014-06-06T01:17:58    37  CRL2688  daisy        850  46  1.39  0.701  0.060  0.256  2.5301  0.0079  nan  nan  nan  2.4228  0.0075  nan  nan  nan  nan  14.79  0.952
20140608.5405787  2014-06-08T02:58:27    47  CRL2688  daisy        850  66  1.09  0.477  0.151  0.676  2.4427  0.0124  nan  nan  nan  2.5095  0.0127  nan  nan  nan  nan  15.02  0.953
20140611.5680787  2014-06-11T03:38:03    30  CRL2688  daisy        850  72  1.05  0.634  0.099  0.434  2.5122  0.0090  nan  nan  nan  2.4400  0.0088  nan  nan  nan  nan  14.84  0.953
20140611.7044444  2014-06-11T06:54:25    43  CRL2688  daisy        850  49  1.32  0.560  0.100  0.439  2.5377  0.0102  nan  nan  nan  2.4156  0.0097  nan  nan  nan  nan  15.13  0.955
20140612.4290509  2014-06-12T00:17:51    36  CRL2688  daisy        850  38  1.60  0.424  0.121  0.538  2.5258  0.0146  nan  nan  nan  2.4269  0.0140  nan  nan  nan  nan  15.03  0.954
20140612.6861458  2014-06-12T06:28:04    57  CRL2688  daisy        850  53  1.24  0.530  0.115  0.511  2.5116  0.0105  nan  nan  nan  2.4407  0.0102  nan  nan  nan  nan  14.65  0.954
20140613.6807292  2014-06-13T06:20:16    38  CRL2688  daisy        850  54  1.23  0.641  0.083  0.361  2.4269  0.0091  nan  nan  nan  2.5259  0.0095  nan  nan  nan  nan  14.80  0.955
20140614.4196644  2014-06-14T00:04:20    31  CRL2688  daisy        850  37  1.64  0.606  0.071  0.306  2.4811  0.0106  nan  nan  nan  2.4707  0.0105  nan  nan  nan  nan  14.79  0.953
20140614.5789931  2014-06-14T03:53:46    42  CRL2688  daisy        850  73  1.05  0.734  0.069  0.296  2.4603  0.0084  nan  nan  nan  2.4916  0.0086  nan  nan  nan  nan  14.80  0.954
20140615.4010880  2014-06-14T23:37:35    26  CRL2688  daisy        850  33  1.83  0.526  0.081  0.351  2.4881  0.0110  nan  nan  nan  2.4638  0.0109  nan  nan  nan  nan  14.90  0.954
20140615.5418287  2014-06-15T03:00:15    37  CRL2688  daisy        850  70  1.06  0.666  0.087  0.382  2.4767  0.0083  nan  nan  nan  2.4751  0.0083  nan  nan  nan  nan  14.88  0.953
20140616.4115741  2014-06-15T23:52:41    31  CRL2688  daisy        850  36  1.66  0.500  0.095  0.416  2.5519  0.0127  nan  nan  nan  2.4022  0.0119  nan  nan  nan  nan  14.72  0.953
20140617.4493981  2014-06-17T00:47:09    39  CRL2688  daisy        850  48  1.33  0.599  0.088  0.385  2.4892  0.0098  nan  nan  nan  2.4626  0.0097  nan  nan  nan  nan  14.79  0.953
20140618.4184144  2014-06-18T00:02:32    29  CRL2688  daisy        850  40  1.54  0.605  0.075  0.326  2.5084  0.0094  nan  nan  nan  2.4438  0.0091  nan  nan  nan  nan  14.90  0.954
20140618.6013542  2014-06-18T04:25:58    45  CRL2688  daisy        850  69  1.06  0.701  0.077  0.333  2.5398  0.0081  nan  nan  nan  2.4135  0.0077  nan  nan  nan  nan  14.60  0.953
20140619.3886806  2014-06-18T23:19:43    30  CRL2688  daisy        850  32  1.85  0.770  0.035  0.141  2.5911  0.0075  nan  nan  nan  2.3658  0.0068  nan  nan  nan  nan  14.95  0.953
20140619.5079514  2014-06-19T02:11:28    36  CRL2688  daisy        850  65  1.10  0.837  0.040  0.162  2.5281  0.0066  nan  nan  nan  2.4247  0.0063  nan  nan  nan  nan  14.84  0.952
20140620.5109722  2014-06-20T02:15:49    40  CRL2688  daisy        850  66  1.09  0.423  0.176  0.791  2.4699  0.0139  nan  nan  nan  2.4819  0.0139  nan  nan  nan  nan  14.96  0.954
20140621.5104861  2014-06-21T02:15:07    53  CRL2688  daisy        850  67  1.08  0.712  0.072  0.313  2.5597  0.0085  nan  nan  nan  2.3949  0.0079  nan  nan  nan  nan  14.86  0.954
20140621.5888542  2014-06-21T04:07:58    56  CRL2688  daisy        850  70  1.06  0.713  0.074  0.319  2.4306  0.0085  nan  nan  nan  2.5220  0.0089  nan  nan  nan  nan  14.59  0.954
20140621.6659722  2014-06-21T05:59:01    67  CRL2688  daisy        850  52  1.26  0.616  0.088  0.384  2.4148  0.0092  nan  nan  nan  2.5385  0.0097  nan  nan  nan  nan  14.89  0.955
20140621.7281829  2014-06-21T07:28:36    72  CRL2688  daisy        850  34  1.76  0.445  0.104  0.459  2.4536  0.0125  nan  nan  nan  2.4983  0.0128  nan  nan  nan  nan  14.96  0.955
20140622.4252083  2014-06-22T00:12:19    27  CRL2688  daisy        850  45  1.40  0.597  0.084  0.368  2.4889  0.0094  nan  nan  nan  2.4629  0.0093  nan  nan  nan  nan  14.91  0.953
20140622.6272454  2014-06-22T05:03:15    44  CRL2688  daisy        850  61  1.13  0.625  0.094  0.414  2.5367  0.0092  nan  nan  nan  2.4165  0.0088  nan  nan  nan  nan  14.68  0.954
20140623.3848264  2014-06-22T23:14:10    10  CRL2688  daisy        850  34  1.76  0.413  0.114  0.503  2.5438  0.0141  nan  nan  nan  2.4098  0.0134  nan  nan  nan  nan  14.82  0.953
20140623.6149884  2014-06-23T04:45:36    30  CRL2688  daisy        850  64  1.11  0.558  0.119  0.526  2.5296  0.0103  nan  nan  nan  2.4233  0.0099  nan  nan  nan  nan  14.53  0.953
20140624.4235880  2014-06-24T00:09:59    18  CRL2688  daisy        850  46  1.37  0.468  0.124  0.553  2.5551  0.0121  nan  nan  nan  2.3991  0.0114  nan  nan  nan  nan  15.03  0.954
20140624.6631250  2014-06-24T05:54:55    40  CRL2688  daisy        850  50  1.29  0.560  0.102  0.450  2.5118  0.0100  nan  nan  nan  2.4405  0.0097  nan  nan  nan  nan  14.83  0.955
20140625.7071875  2014-06-25T06:58:22    47  CRL2688  daisy        850  37  1.64  0.518  0.091  0.400  2.4930  0.0109  nan  nan  nan  2.4589  0.0107  nan  nan  nan  nan  14.82  0.958
20140626.4279745  2014-06-26T00:16:18    43  CRL2688  daisy        850  49  1.32  0.651  0.075  0.326  2.5585  0.0088  nan  nan  nan  2.3959  0.0082  nan  nan  nan  nan  14.89  0.953
20140626.5010185  2014-06-26T02:01:29    47  CRL2688  daisy        850  68  1.08  0.706  0.074  0.323  2.5571  0.0080  nan  nan  nan  2.3973  0.0075  nan  nan  nan  nan  14.84  0.953
20140627.5693866  2014-06-27T03:39:56    47  CRL2688  daisy        850  71  1.06  0.726  0.070  0.302  2.5106  0.0086  nan  nan  nan  2.4417  0.0084  nan  nan  nan  nan  14.49  0.952
20140628.3802315  2014-06-27T23:07:33    21  CRL2688  daisy        850  37  1.65  0.625  0.066  0.285  2.5605  0.0095  nan  nan  nan  2.3941  0.0089  nan  nan  nan  nan  14.86  0.954
20140628.5747569  2014-06-28T03:47:40    39  CRL2688  daisy        850  69  1.07  0.762  0.060  0.255  2.5389  0.0087  nan  nan  nan  2.4144  0.0083  nan  nan  nan  nan  14.51  0.952
20140629.4842245  2014-06-29T01:37:18    43  CRL2688  daisy        850  66  1.09  0.752  0.061  0.261  2.5863  0.0077  nan  nan  nan  2.3702  0.0071  nan  nan  nan  nan  14.84  0.953
20140630.5486227  2014-06-30T03:10:02    32  CRL2688  daisy        850  72  1.05  0.774  0.057  0.245  2.5315  0.0071  nan  nan  nan  2.4214  0.0068  nan  nan  nan  nan  14.75  0.953
20140701.3697685  2014-06-30T22:52:29    33  CRL2688  daisy        850  36  1.67  0.568  0.078  0.338  2.4798  0.0105  nan  nan  nan  2.4720  0.0105  nan  nan  nan  nan  14.95  0.955
20140701.5174421  2014-07-01T02:25:08    47  CRL2688  daisy        850  72  1.05  0.725  0.071  0.307  2.4922  0.0080  nan  nan  nan  2.4596  0.0079  nan  nan  nan  nan  14.71  0.952
20140702.3977546  2014-07-01T23:32:47    32  CRL2688  daisy        850  45  1.40  0.571  0.091  0.400  2.5074  0.0103  nan  nan  nan  2.4448  0.0101  nan  nan  nan  nan  15.02  0.955
20140702.5430556  2014-07-02T03:02:01    47  CRL2688  daisy        850  72  1.05  0.714  0.074  0.321  2.5092  0.0081  nan  nan  nan  2.4430  0.0079  nan  nan  nan  nan  14.56  0.952
20140703.3737731  2014-07-02T22:58:15    25  CRL2688  daisy        850  39  1.57  0.644  0.065  0.279  2.4508  0.0091  nan  nan  nan  2.5012  0.0093  nan  nan  nan  nan  14.91  0.954
20140703.5262037  2014-07-03T02:37:45    39  CRL2688  daisy        850  73  1.05  0.699  0.079  0.343  2.3883  0.0080  nan  nan  nan  2.5667  0.0086  nan  nan  nan  nan  14.92  0.955
20140704.3784375  2014-07-03T23:04:58    24  CRL2688  daisy        850  41  1.51  0.681  0.060  0.254  2.4438  0.0088  nan  nan  nan  2.5084  0.0091  nan  nan  nan  nan  14.86  0.952
20140704.5589583  2014-07-04T03:24:55    43  CRL2688  daisy        850  69  1.07  0.748  0.063  0.272  2.5232  0.0080  nan  nan  nan  2.4294  0.0077  nan  nan  nan  nan  14.55  0.952
20140705.3559028  2014-07-04T22:32:31    25  CRL2688  daisy        850  35  1.71  0.663  0.057  0.241  2.4932  0.0087  nan  nan  nan  2.4587  0.0086  nan  nan  nan  nan  14.91  0.955
20140706.3887963  2014-07-05T23:19:53    23  CRL2688  daisy        850  46  1.39  0.661  0.069  0.299  2.4122  0.0085  nan  nan  nan  2.5412  0.0090  nan  nan  nan  nan  14.80  0.953
20140707.6652662  2014-07-07T05:58:00    31  CRL2688  daisy        850  40  1.55  0.561  0.085  0.373  2.4200  0.0109  nan  nan  nan  2.5330  0.0114  nan  nan  nan  nan  14.92  0.953
20140708.3647222  2014-07-07T22:45:13    28  CRL2688  daisy        850  40  1.53  0.583  0.081  0.352  2.4776  0.0104  nan  nan  nan  2.4742  0.0104  nan  nan  nan  nan  15.18  0.956
20140711.5358796  2014-07-11T02:51:41     8  CRL2688  daisy        850  70  1.06  0.500  0.146  0.652  2.5055  0.0114  nan  nan  nan  2.4466  0.0111  nan  nan  nan  nan  14.57  0.953
20140711.6040856  2014-07-11T04:29:54    15  CRL2688  daisy        850  54  1.23  0.488  0.131  0.584  2.5259  0.0118  nan  nan  nan  2.4268  0.0113  nan  nan  nan  nan  14.74  0.954
20140712.4230324  2014-07-12T00:09:11    39  CRL2688  daisy        850  59  1.15  0.545  0.119  0.526  2.5425  0.0102  nan  nan  nan  2.4110  0.0097  nan  nan  nan  nan  15.06  0.955
20140713.4062616  2014-07-12T23:45:02    31  CRL2688  daisy        850  56  1.20  0.574  0.105  0.462  2.4244  0.0099  nan  nan  nan  2.5285  0.0104  nan  nan  nan  nan  14.81  0.953
20140717.3335185  2014-07-16T22:00:17    23  CRL2688  daisy        850  38  1.59  0.420  0.123  0.544  2.5126  0.0143  nan  nan  nan  2.4397  0.0139  nan  nan  nan  nan  15.07  0.955
20140717.5439468  2014-07-17T03:03:18    44  CRL2688  daisy        850  65  1.10  0.506  0.139  0.619  2.5033  0.0127  nan  nan  nan  2.4487  0.0124  nan  nan  nan  nan  14.90  0.956
20140718.3761690  2014-07-17T23:01:42     8  CRL2688  daisy        850  51  1.27  0.439  0.145  0.646  2.4828  0.0129  nan  nan  nan  2.4690  0.0128  nan  nan  nan  nan  14.76  0.953
20140718.6660532  2014-07-18T05:59:08    26  CRL2688  daisy        850  31  1.93  0.284  0.146  0.653  2.5245  0.0221  nan  nan  nan  2.4282  0.0213  nan  nan  nan  nan  14.83  0.953
20140719.3243287  2014-07-18T21:47:03     7  CRL2688  daisy        850  37  1.63  0.351  0.144  0.641  2.3387  0.0174  nan  nan  nan  2.6211  0.0195  nan  nan  nan  nan  14.77  0.953
20140727.4877315  2014-07-27T01:42:21    36  CRL2688  daisy        850  71  1.06  0.649  0.093  0.409  2.4702  0.0092  nan  nan  nan  2.4815  0.0092  nan  nan  nan  nan  14.48  0.953
20140728.5494097  2014-07-28T03:11:10    43  CRL2688  daisy        850  56  1.20  0.681  0.074  0.321  2.5274  0.0082  nan  nan  nan  2.4254  0.0079  nan  nan  nan  nan  14.53  0.954
20140729.3483218  2014-07-28T22:21:36    20  CRL2688  daisy        850  52  1.26  0.644  0.080  0.349  2.4741  0.0087  nan  nan  nan  2.4777  0.0088  nan  nan  nan  nan  14.82  0.952
20140729.5168866  2014-07-29T02:24:20    35  CRL2688  daisy        850  64  1.11  0.696  0.075  0.326  2.4908  0.0090  nan  nan  nan  2.4611  0.0089  nan  nan  nan  nan  14.46  0.952
20140804.5660995  2014-08-04T03:35:12    20  CRL2688  daisy        850  46  1.38  0.511  0.110  0.488  2.5770  0.0116  nan  nan  nan  2.3788  0.0107  nan  nan  nan  nan  0.00  0.956
20140805.2645833  2014-08-04T20:21:01    15  CRL2688  daisy        850  33  1.79  0.483  0.093  0.407  2.4301  0.0130  nan  nan  nan  2.5225  0.0135  nan  nan  nan  nan  15.79  0.962
20140805.4365394  2014-08-05T00:28:38    25  CRL2688  daisy        850  73  1.05  0.656  0.092  0.404  2.3964  0.0087  nan  nan  nan  2.5580  0.0092  nan  nan  nan  nan  14.71  0.954
20140806.2882407  2014-08-05T20:55:05    31  CRL2688  daisy        850  41  1.51  0.688  0.058  0.248  2.3393  0.0087  nan  nan  nan  2.6204  0.0098  nan  nan  nan  nan  0.00  0.953
20140806.4779977  2014-08-06T01:28:20    49  CRL2688  daisy        850  67  1.08  0.765  0.058  0.249  2.5448  0.0076  nan  nan  nan  2.4088  0.0072  nan  nan  nan  nan  14.65  0.953
20140807.4314005  2014-08-07T00:21:14    33  CRL2688  daisy        850  73  1.05  0.643  0.096  0.423  2.2664  0.0105  nan  nan  nan  2.7047  0.0126  nan  nan  nan  nan  15.88  0.961
20140813.4165741  2014-08-12T23:59:53    34  CRL2688  daisy        850  73  1.05  0.643  0.096  0.423  2.4769  0.0093  nan  nan  nan  2.4749  0.0093  nan  nan  nan  nan  14.76  0.954
20140814.4113657  2014-08-13T23:52:23    23  CRL2688  daisy        850  73  1.05  0.780  0.056  0.238  2.6035  0.0088  nan  nan  nan  2.3545  0.0079  nan  nan  nan  nan  14.96  0.955
20140815.4297106  2014-08-15T00:18:48    33  CRL2688  daisy        850  71  1.05  0.763  0.060  0.257  2.5304  0.0083  nan  nan  nan  2.4225  0.0080  nan  nan  nan  nan  14.53  0.953
20140816.4040046  2014-08-15T23:41:47    28  CRL2688  daisy        850  73  1.05  0.770  0.059  0.251  2.5307  0.0081  nan  nan  nan  2.4222  0.0078  nan  nan  nan  nan  14.49  0.950
20140817.2704745  2014-08-16T20:29:30     9  CRL2688  daisy        850  45  1.41  0.740  0.051  0.213  2.5340  0.0079  nan  nan  nan  2.4191  0.0075  nan  nan  nan  nan  14.92  0.953
20140817.4470255  2014-08-17T00:43:44    27  CRL2688  daisy        850  68  1.08  0.773  0.056  0.238  2.4956  0.0073  nan  nan  nan  2.4563  0.0072  nan  nan  nan  nan  14.70  0.953
20140818.4464120  2014-08-18T00:42:51    32  CRL2688  daisy        850  67  1.08  0.774  0.056  0.237  2.5370  0.0077  nan  nan  nan  2.4162  0.0073  nan  nan  nan  nan  14.73  0.955
20140819.2675926  2014-08-18T20:25:21    14  CRL2688  daisy        850  45  1.40  0.701  0.060  0.255  2.4642  0.0088  nan  nan  nan  2.4876  0.0089  nan  nan  nan  nan  15.08  0.956
20140819.4398495  2014-08-19T00:33:24    30  CRL2688  daisy        850  68  1.07  0.775  0.056  0.238  2.5212  0.0076  nan  nan  nan  2.4314  0.0073  nan  nan  nan  nan  14.79  0.955
20140820.2208796  2014-08-19T19:18:05    24  CRL2688  daisy        850  33  1.83  0.699  0.047  0.196  2.2198  0.0086  nan  nan  nan  2.7615  0.0107  nan  nan  nan  nan  17.63  0.969
20140820.2289815  2014-08-19T19:29:45    27  CRL2688  daisy        850  35  1.72  0.716  0.046  0.194  2.4260  0.0078  nan  nan  nan  2.5267  0.0082  nan  nan  nan  nan  15.12  0.958
20140820.2313310  2014-08-19T19:33:08    28  CRL2688  daisy        850  36  1.70  0.718  0.047  0.195  2.3986  0.0079  nan  nan  nan  2.5557  0.0084  nan  nan  nan  nan  15.00  0.957
20140820.2336574  2014-08-19T19:36:29    29  CRL2688  daisy        850  36  1.67  0.723  0.047  0.194  2.4398  0.0079  nan  nan  nan  2.5125  0.0082  nan  nan  nan  nan  15.19  0.957
20140820.2419676  2014-08-19T19:48:27    34  CRL2688  daisy        850  39  1.58  0.745  0.045  0.186  2.5788  0.0076  nan  nan  nan  2.3770  0.0070  nan  nan  nan  nan  14.92  0.954
20140820.2852431  2014-08-19T20:50:46    41  CRL2688  daisy        850  51  1.28  0.783  0.046  0.191  2.5881  0.0072  nan  nan  nan  2.3686  0.0066  nan  nan  nan  nan  14.95  0.953
20140820.4314468  2014-08-20T00:21:18    54  CRL2688  daisy        850  69  1.07  0.815  0.046  0.191  2.5277  0.0068  nan  nan  nan  2.4251  0.0065  nan  nan  nan  nan  14.48  0.952
20140821.3995023  2014-08-20T23:35:18    43  CRL2688  daisy        850  72  1.05  0.553  0.128  0.567  2.1732  0.0127  nan  nan  nan  2.8207  0.0165  nan  nan  nan  nan  15.00  0.954
20140821.5089815  2014-08-21T02:12:57    54  CRL2688  daisy        850  49  1.31  0.618  0.084  0.367  2.4263  0.0100  nan  nan  nan  2.5265  0.0105  nan  nan  nan  nan  15.10  0.956
20140822.2990972  2014-08-21T21:10:43    23  CRL2688  daisy        850  56  1.19  0.771  0.052  0.217  2.5434  0.0075  nan  nan  nan  2.4102  0.0071  nan  nan  nan  nan  14.99  0.954
20140822.4396065  2014-08-22T00:33:03    35  CRL2688  daisy        850  66  1.09  0.786  0.052  0.222  2.5815  0.0073  nan  nan  nan  2.3746  0.0067  nan  nan  nan  nan  14.59  0.953
20140823.3842940  2014-08-22T23:13:24    38  CRL2688  daisy        850  73  1.05  0.750  0.064  0.275  2.4656  0.0076  nan  nan  nan  2.4862  0.0076  nan  nan  nan  nan  14.91  0.955
20140823.4245255  2014-08-23T00:11:20    41  CRL2688  daisy        850  69  1.07  0.694  0.078  0.341  2.3794  0.0080  nan  nan  nan  2.5763  0.0087  nan  nan  nan  nan  14.58  0.954
20140824.2922685  2014-08-23T21:00:53    30  CRL2688  daisy        850  56  1.20  0.697  0.070  0.301  2.4776  0.0082  nan  nan  nan  2.4742  0.0082  nan  nan  nan  nan  14.77  0.952
20140824.4775926  2014-08-24T01:27:45    47  CRL2688  daisy        850  56  1.20  0.698  0.069  0.298  2.5942  0.0086  nan  nan  nan  2.3630  0.0079  nan  nan  nan  nan  14.43  0.952
20140825.2955440  2014-08-24T21:05:36     8  CRL2688  daisy        850  58  1.18  0.765  0.054  0.227  2.5439  0.0082  nan  nan  nan  2.4097  0.0077  nan  nan  nan  nan  14.91  0.953
20140825.4720255  2014-08-25T01:19:44    18  CRL2688  daisy        850  56  1.19  0.745  0.058  0.246  2.5483  0.0076  nan  nan  nan  2.4055  0.0072  nan  nan  nan  nan  14.51  0.952
20140826.2832407  2014-08-25T20:47:53    18  CRL2688  daisy        850  55  1.21  0.681  0.073  0.317  2.4002  0.0086  nan  nan  nan  2.5539  0.0092  nan  nan  nan  nan  14.83  0.953
20140828.3241782  2014-08-27T21:46:50    19  CRL2688  daisy        850  67  1.09  0.503  0.142  0.633  2.5386  0.0118  nan  nan  nan  2.4147  0.0112  nan  nan  nan  nan  15.17  0.956
20140829.1923380  2014-08-28T18:36:59     9  CRL2688  daisy        850  31  1.89  0.652  0.053  0.226  2.4907  0.0095  nan  nan  nan  2.4612  0.0093  nan  nan  nan  nan  14.73  0.955
20140829.3358565  2014-08-28T22:03:39    23  CRL2688  daisy        850  69  1.07  0.764  0.059  0.252  2.7213  0.0082  nan  nan  nan  2.2526  0.0068  nan  nan  nan  nan  14.94  0.953
20140830.2974537  2014-08-29T21:08:21    16  CRL2688  daisy        850  62  1.13  0.740  0.062  0.266  2.6508  0.0082  nan  nan  nan  2.3125  0.0071  nan  nan  nan  nan  15.00  0.953
20140830.4119213  2014-08-29T23:53:11    28  CRL2688  daisy        850  68  1.08  0.754  0.061  0.262  2.6920  0.0085  nan  nan  nan  2.2771  0.0071  nan  nan  nan  nan  14.73  0.955
20140902.2694329  2014-09-01T20:28:00    13  CRL2688  daisy        850  56  1.19  0.651  0.083  0.360  2.5585  0.0092  nan  nan  nan  2.3959  0.0087  nan  nan  nan  nan  14.81  0.953
20140902.3770486  2014-09-01T23:02:58    25  CRL2688  daisy        850  72  1.05  0.685  0.083  0.360  2.4863  0.0091  nan  nan  nan  2.4655  0.0091  nan  nan  nan  nan  14.63  0.952
20140903.3323380  2014-09-02T21:58:35    20  CRL2688  daisy        850  71  1.06  0.645  0.095  0.416  2.6336  0.0093  nan  nan  nan  2.3276  0.0082  nan  nan  nan  nan  14.79  0.953
